"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"1137";"Nebikon";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";69796;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1139";"Pfaffnau";"Steuerbares Einkommen, in Mio. Franken";80;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1139";"Pfaffnau";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";66531;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1140";"Reiden";"Steuerbares Einkommen, in Mio. Franken";192;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1140";"Reiden";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";62595;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1142";"Roggliswil";"Steuerbares Einkommen, in Mio. Franken";19;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1142";"Roggliswil";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";62412;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1143";"Schötz";"Steuerbares Einkommen, in Mio. Franken";116;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1143";"Schötz";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";61766;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1145";"Ufhusen";"Steuerbares Einkommen, in Mio. Franken";24;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1145";"Ufhusen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";60977;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1146";"Wauwil";"Steuerbares Einkommen, in Mio. Franken";68;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1146";"Wauwil";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";69497;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1147";"Wikon";"Steuerbares Einkommen, in Mio. Franken";45;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1147";"Wikon";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";68795;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1150";"Zell (LU)";"Steuerbares Einkommen, in Mio. Franken";53;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1150";"Zell (LU)";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";60740;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1151";"Willisau";"Steuerbares Einkommen, in Mio. Franken";214;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1151";"Willisau";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";64699;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1201";"Altdorf (UR)";"Steuerbares Einkommen, in Mio. Franken";316;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1201";"Altdorf (UR)";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";69594;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1202";"Andermatt";"Steuerbares Einkommen, in Mio. Franken";64;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1202";"Andermatt";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";78175;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1203";"Attinghausen";"Steuerbares Einkommen, in Mio. Franken";50;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1203";"Attinghausen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";66249;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1204";"Bauen";"Steuerbares Einkommen, in Mio. Franken";6;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1204";"Bauen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";68306;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1205";"Bürglen (UR)";"Steuerbares Einkommen, in Mio. Franken";110;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1205";"Bürglen (UR)";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";63378;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1206";"Erstfeld";"Steuerbares Einkommen, in Mio. Franken";96;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1206";"Erstfeld";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";59029;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1207";"Flüelen";"Steuerbares Einkommen, in Mio. Franken";72;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1207";"Flüelen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";75660;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1208";"Göschenen";"Steuerbares Einkommen, in Mio. Franken";10;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1208";"Göschenen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";56383;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1209";"Gurtnellen";"Steuerbares Einkommen, in Mio. Franken";12;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1209";"Gurtnellen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";50184;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1210";"Hospental";"Steuerbares Einkommen, in Mio. Franken";4;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1210";"Hospental";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";51127;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1211";"Isenthal";"Steuerbares Einkommen, in Mio. Franken";8;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1211";"Isenthal";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";49029;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1212";"Realp";"Steuerbares Einkommen, in Mio. Franken";5;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1212";"Realp";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";66937;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1213";"Schattdorf";"Steuerbares Einkommen, in Mio. Franken";158;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1213";"Schattdorf";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";66010;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1214";"Seedorf (UR)";"Steuerbares Einkommen, in Mio. Franken";50;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1214";"Seedorf (UR)";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";70789;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1215";"Seelisberg";"Steuerbares Einkommen, in Mio. Franken";21;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1215";"Seelisberg";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";57675;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1216";"Silenen";"Steuerbares Einkommen, in Mio. Franken";48;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1216";"Silenen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";56426;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1217";"Sisikon";"Steuerbares Einkommen, in Mio. Franken";11;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1217";"Sisikon";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";62992;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1218";"Spiringen";"Steuerbares Einkommen, in Mio. Franken";16;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1218";"Spiringen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";50075;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1219";"Unterschächen";"Steuerbares Einkommen, in Mio. Franken";14;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1219";"Unterschächen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";51463;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1220";"Wassen";"Steuerbares Einkommen, in Mio. Franken";9;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1220";"Wassen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";54339;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1301";"Einsiedeln";"Steuerbares Einkommen, in Mio. Franken";567;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1301";"Einsiedeln";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";75317;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1311";"Gersau";"Steuerbares Einkommen, in Mio. Franken";85;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1311";"Gersau";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";73032;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1321";"Feusisberg";"Steuerbares Einkommen, in Mio. Franken";780;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1321";"Feusisberg";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";276170;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1322";"Freienbach";"Steuerbares Einkommen, in Mio. Franken";1571;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1322";"Freienbach";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";182275;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1323";"Wollerau";"Steuerbares Einkommen, in Mio. Franken";1078;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1323";"Wollerau";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";280368;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1331";"Küssnacht (SZ)";"Steuerbares Einkommen, in Mio. Franken";734;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1331";"Küssnacht (SZ)";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";109496;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1341";"Altendorf";"Steuerbares Einkommen, in Mio. Franken";445;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1341";"Altendorf";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";125346;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1342";"Galgenen";"Steuerbares Einkommen, in Mio. Franken";217;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1342";"Galgenen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";88965;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1343";"Innerthal";"Steuerbares Einkommen, in Mio. Franken";5;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1343";"Innerthal";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";56216;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1344";"Lachen";"Steuerbares Einkommen, in Mio. Franken";482;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1344";"Lachen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";105487;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1345";"Reichenburg";"Steuerbares Einkommen, in Mio. Franken";129;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1345";"Reichenburg";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";75628;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1346";"Schübelbach";"Steuerbares Einkommen, in Mio. Franken";286;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1346";"Schübelbach";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";68781;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1347";"Tuggen";"Steuerbares Einkommen, in Mio. Franken";128;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1347";"Tuggen";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";80355;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1348";"Vorderthal";"Steuerbares Einkommen, in Mio. Franken";30;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1348";"Vorderthal";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";60157;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1349";"Wangen (SZ)";"Steuerbares Einkommen, in Mio. Franken";208;"Franken";"A";"Normaler Wert";"";"2020-01-01/2020-12-31";"ESTV";"2024-02-01";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
"1349";"Wangen (SZ)";"Steuerbares Einkommen pro Steuerpflichtigem/-r, in Franken";79419;"Franken";"A";"Normaler Wert";"";"2020-12-31";"ESTV";"2024-02-02";"polg";"Politische Gemeinden";"2020-10-18";"27598";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27598_de.html"
